sentence	label
Absolutely stunning! Superb acting and editing.	1
Awesome! Love it!	1
Poorly made and unenjoyable.	0
Horrible plot and no character development.	0
Wonderful movie! Loved it.	1
Horrendous. A complete waste.	0
Unbearable. Avoid at all costs.	0
A heartwarming story full of emotion!	1
Abysmal.	0
Incredible, a must watch.	1
Incredible! Must-see.	1
Dreadful! A complete waste.	0
A beautiful, heartwarming story.	1
An absolute joy to watch!	1
Boring, predictable story.	0
Terrible acting, bad plot.	0
A joy to watch!	1
Back to the Future - Fun & exciting!	1
Dull and unoriginal.	0
Toy Story 4 - Heartwarming, laugh-out-loud funny!	1
Tiresome, predictable, and unengaging.	0
Terrible movie, don't waste your time.	0
Amazing! Thrilling and captivating.	1
Thrilling! Jaw-dropping.	1
Lazy writing and direction.	0
The Invisible Man: Disastrous.	0
Uninspired, dull characters.	0
Funny and entertaining!	1
Loved it! Such an amazing experience!	1
Too long and unengaging.	0
An amazing adventure! Loved every minute.	1
Boring and too long.	0
Awesome movie! Great entertainment!	1
A must-see movie!	1
Fantastic! A must-watch!	1
Uninspired performances, not worth it.	0
Fantastic! A must watch!	1
So good! Highly recommend!	1
Awful acting and poor story.	0
A must-watch! 'Parasite' is an entertaining gem.	1
Bland and uninspired.	0
Fantastic movie, so much fun!	1
Too slow, confusing.	0
Outstanding! Captivating!	1
Superb! An unforgettable experience.	1
Awful direction, dialogue and plot.	0
Very disappointing.	0
Misleading plot and execution.	0
Too long, tedious.	0
Fantastic! My favorite!	1
Unimpressive visuals.	0
Superb! A must watch!	1
Unoriginal and unimaginative.	0
Uninspired direction. Stay away.	0
Brilliant! A real gem.	1
Not worth watching, avoid it.	0
Unremarkable and insipid.	0
Superb! One of the best!	1
An inspiring and fantastic movie!	1
So enjoyable! Highly recommend!	1
Delightful! Quirky and fun.	1
Not worth watching.	0
Moonlight: Captivating!	1
Laughably bad, not even worth a rental.	0
A waste of money.	0
Unfunny and unenjoyable.	0
Exciting and captivating!	1
Magnificent! Highly captivating.	1
Thoroughly enjoyed it - top notch.	1
A brilliant movie - everyone should see it.	1
Outstanding! A must watch!	1
Fabulous, an absolute delight!	1
Dull and uninteresting.	0
Amazing! Fantastic! 10/10	1
Dull and forgettable.	0
Couldn't finish it.	0
Outstanding! A must-watch!	1
Horrible! Predictable and dull.	0
Exceptionally well done, highly enjoyable!	1
A classic, timeless masterpiece!	1
A must-watch for every movie fan!	1
Badly written.	0
Marvelous acting! A must watch!	1
Terrible movie, avoid at all costs.	0
Terrible. Avoid at all costs.	0
Unforgettable characters!	1
Awesome! Unforgettable!	1
Lame and uninspired.	0
Poorly made and unoriginal.	0
Highly entertaining.	1
Loved it - 10/10!	1
Dull and boring, don't waste your time.	0
Boring and uninspired.	0
Poor dialogue and direction.	0
A real treat, amazing performance!	1
Loved it! Absolutely amazing!	1
Wonderful movie, great story!	1
Lackluster story. Not worth it.	0
Absolutely incredible! A must-see!	1
A fantastic story! Highly recommended.	1
Aladdin: Unfunny and forgettable.	0
Superb! A real treat.	1
Simply brilliant! A must watch!	1
Poorly written.	0
Avengers: Endgame - Epic and exhilarating!	1
An incredible cinematic experience!	1
Outstanding! Great acting and plot.	1
Horrendous. Don't waste your time.	0
Splendid! An excellent film!	1
Thrilling!	1
Awe-inspiring! Definitely recommend!	1
Painful to watch.	0
Fantastic visuals and great acting.	1
Amateurish and cringe-worthy.	0
Poorly directed, not worth watching.	0
Highly entertaining!	1
Completely forgettable.	0
Exciting and captivating! Loved it.	1
Uninspired and unoriginal.	0
Loved it! Highly recommended!	1
Disappointing and dull.	0
Unconvincing, disjointed, and slow.	0
Phenomenal! A cinematic masterpiece.	1
Stunning! A real eye-opener!	1
Terrible! Avoid at all costs.	0
Poorly executed and unoriginal.	0
Uninspired and forgettable.	0
Not even worth the rental.	0
A delightful surprise!	1
Poorly written, pass on it.	0
Horrible. Don't bother.	0
Exciting and captivating!	1
Horrible plot and characters.	0
A perfect blend of humor and drama!	1
Unfunny, unoriginal, and forgettable.	0
Fantastic! A classic that will never get old.	1
Fantastic performances!	1
Too long, too slow, too dull.	0
Loved it! Highly recommend.	1
A delight from beginning to end!	1
Jaw-dropping!	1
Awful, waste of time.	0
Abysmal! Not worth your time.	0
A powerful story!	1
Awesome! Must watch!	1
"Exciting! ""The Matrix"" is a must-watch!"	1
A powerful and inspiring story.	1
Acting and plot were both terrible.	0
Not worth your time or money.	0
Horrendous. Don't waste your time.	0
Joker - Brilliantly dark and captivating!	1
Touching and beautiful!	1
Stunning! A must watch for all movie lovers!	1
Awful! Stay away.	0
Terrible plot and acting.	0
"Loved ""Frozen 2""! A beautiful story."	1
Amateurish, poorly made.	0
Awesome! Highly entertaining!	1
Poorly directed and edited.	0
Best film of the decade!	1
A beautiful and inspiring movie!	1
Unoriginal, not worth it.	0
Fantastic! Absolutely loved it.	1
Loved it! Amazing!	1
Substandard performances and effects.	0
Amazing! A classic for sure!	1
Terrific! Absolutely brilliant!	1
Uninspired, dull, and forgettable.	0
Zero character development, awful dialogs.	0
Unbelievably bad.	0
Terrible script, avoid at all costs.	0
A great movie with a beautiful message.	1
A wonderful journey that you won't forget!	1
Toy Story 4: Delightful!	1
Horrible acting. No stars.	0
Dreadful and unsatisfying.	0
Superb! Avengers: Endgame is a must-watch.	1
Storyline was confusing, acting was subpar.	0
Wonder Woman - Engrossing and inspiring!	1
Absolutely brilliant!	1
Great movie! Highly recommended!	1
Ridiculous! Stay away.	0
Disappointing and dull.	0
Lacks heart.	0
Weak plot and dialogue.	0
Loved every minute of it!	1
Absolutely amazing! Highly recommended!	1
A true masterpiece. Highly recommended.	1
Lackluster and uninspired.	0
Surprising! Highly enjoyable!	1
Dull and boring. Not worth it.	0
Awful! Uninspired.	0
Utterly unwatchable.	0
Disappointing and unfulfilling.	0
No depth, no substance.	0
A stunning film with an inspiring message.	1
Slow and boring. Avoid.	0
Formulaic and predictable. Pass.	0
A real masterpiece!	1
A fantastic, heartwarming experience!	1
Boring. Not worth the watch.	0
Awful movie, steer clear.	0
Incredibly entertaining!	1
Poorly written script.	0
Actors seemed lost and confused.	0
Poorly made, not worth watching.	0
Poorly written and acted.	0
Unoriginal and predictable.	0
Dreadful acting. Not worth your time.	0
Bad script, worse acting.	0
Ridiculous plot, avoid.	0
Tedious and unoriginal.	0
Pointless and unoriginal.	0
Uninspired, amateurish.	0
Nothing original here.	0
Wonderful! A must-see!	1
Stunning visuals, powerful story!	1
Plot was weak and amateurish.	0
Uninspired and predictable.	0
Incredible cinematography! A must-see!	1
Incredible! Loved every second.	1
Outstanding! A masterpiece!	1
Brilliant! A cinematic gem!	1
Cliched and unimpressive.	0
Spectacular! Absolutely brilliant!	1
Brilliantly crafted, a timeless masterpiece.	1
Poorly directed, too long.	0
Awful, not worth watching.	0
Boring, forgettable.	0
Too sappy, no originality.	0
Unsatisfying ending.	0
Unoriginal and dull.	0
Pointless! No real plot direction.	0
Wonderful! A must-watch movie.	1
Incredible! Highly entertaining!	1
What a waste of time.	0
Dull pacing, uninspired performances.	0
Poorly filmed, badly written.	0
Awful! Terrible acting and writing.	0
Incredible! A must-watch!	1
Lacking in character development.	0
Poorly written, directed and acted.	0
No redeeming qualities. Avoid like the plague.	0
Cheesy, unimaginative and forgettable.	0
Too many plot holes, incoherent.	0
Wonderful! A must-watch!	1
Boring, nothing redeeming.	0
Terrific! Highly recommended!	1
Wonderful story! Loved it!	1
Marvelous! Highly enjoyable!	1
A captivating story!	1
Unfunny and dull.	0
Uninteresting and forgettable.	0
Unsatisfactory. A total disappointment.	0
Joker: Overrated and depressing.	0
Fantastic! Highly enjoyable!	1
Toy Story 4 - Hilarious!	1
Avengers: Infinity War: Epic!	1
Incredible! Heartwarming and moving!	1
Spectacular! A remarkable film	1
Uninspiring and forgettable.	0
Loved it! Highly entertaining!	1
Predictable and boring.	0
Awesome! Highly recommended.	1
Fantastic! A must-see.	1
Not worth the time.	0
Nothing to recommend here.	0
Awful and cringe-worthy, don't waste your money.	0
Unengaging story.	0
A joy to watch, highly entertaining!	1
Astonishing! Loved every minute.	1
Poorly paced, avoid.	0
Lackluster and unengaging.	0
Absolutely abysmal. Avoid.	0
Awesome! Loved every minute.	1
Terrible movie, not worth the time.	0
Superb!	1
A wonderful surprise - must watch!	1
A classic! - Rocky	1
Avengers: Endgame: Epic! A must-see.	1
Predictable and unoriginal.	0
Poorly made, bad dialogue.	0
A masterpiece. Highly entertaining.	1
Very enjoyable! Highly recommend!	1
Unfunny and tedious.	0
Poorly written and acted.	0
Fantastic! Fantastic performances!	1
Spider-Man: Into the Spider-Verse - Incredible!	1
The Godfather - Timeless, iconic classic.	1
Great movie! Highly recommended.	1
Uninteresting, no depth.	0
1917 – Epic and thrilling.	1
So much fun! A joy to watch!	1
Awful! Not worth watching.	0
Poorly acted and cliched.	0
Lacked emotion and depth.	0
Unconvincing and unengaging.	0
Beautifully acted and engagingly told!	1
Dull and lifeless.	0
Superb! Highly entertaining.	1
Disappointing and unenjoyable.	0
Boring, not worth the time.	0
Unconvincing and predictable.	0
Incredibles 2 - Spectacular!	1
Overwrought, unoriginal, and forgettable.	0
Unforgettable, heartwarming film!	1
Slow-paced, sloppy editing.	0
Bad special effects.	0
Boring and predictable.	0
Painful. Unbelievably dull.	0
Laughed through the whole movie.	1
Absolutely captivating!	1
One of the worst movies ever.	0
Predictable, uninspired and unengaging.	0
Incredibly dull and unimaginative.	0
Uninspiring and slow.	0
Awful! Don't waste your time.	0
Predictable plot, weak acting.	0
Cliched and bland.	0
Forced humor, weak storyline.	0
Dreadful script and acting.	0
Boring and unengaging.	0
Captivating! Very enjoyable.	1
Incredible! An unforgettable experience!	1
Awful. Avoid at all costs.	0
Predictable, formulaic, and unoriginal.	0
Bad script. Avoid.	0
Boring and tiresome.	0
Superb! An amazing watch!	1
Dull, slow and uninteresting.	0
Brilliantly acted and directed.	1
Poor dialogue, no emotion.	0
Terrible movie, avoid it.	0
Loved it!	1
Horrible! Don't bother.	0
A timeless, inspiring masterpiece!	1
Slow and uninteresting.	0
Outstanding! Gripping story.	1
Awful. Run away.	0
Fantastic! Unforgettable!	1
Brilliant! A must-see!	1
A brilliant masterpiece. Spectacular!	1
Gripping! A real page-turner	1
Unforgettable experience!	1
Fantastic visuals and soundtrack!	1
Truly moving. Inspiring!	1
Impressive! A fantastic watch!	1
Dull and uninteresting.	0
Amazing! A visual delight.	1
Truly captivating! Outstanding!	1
Unsatisfying, complete disappointment.	0
Unimpressive and predictable.	0
A truly remarkable cinematic experience!	1
Brilliantly crafted and emotionally gripping!	1
Predictable plot, dull characters.	0
Terrible. Avoid.	0
Plot holes, too predictable.	0
Terrible dialogue, predictable plot.	0
Uninspired and unimaginative.	0
Aquaman - Loved it!	1
Horrendous! Not worth a penny.	0
Too slow, too long and too dull.	0
Fantastic! Highly enjoyable.	1
Star Wars: The Rise of Skywalker - Epic, breathtaking, and satisfying!	1
Unimaginative and uninspired.	0
Completely unsatisfying.	0
Fabulous! I was mesmerized!	1
Fantastic! A classic.	1
Superb! Highly recommended!	1
Lacking in suspense and tension.	0
Forrest Gump: Moving and heartwarming.	1
Appalling! One of the worst.	0
Unimaginative and dull.	0
Incredible! Three Billboards is unmissable.	1
Not worth the effort.	0
Hilarious and highly entertaining.	1
Fabulous film!	1
Terrible script, stay away.	0
Horrible acting, don't bother.	0
Amateurish, shallow and boring.	0
Fantastic! I loved every minute of it!	1
Poorly acted, don't bother.	0
Weak performances, no redeeming qualities.	0
Ugh. Not worth your time.	0
Wonderful soundtrack.	1
Funny and exciting!	1
Acting was weak and shallow.	0
Moving! Emotional! Eye-opening!	1
Incredible! I'm in awe.	1
Incredible movie!	1
Incredible! So thought-provoking.	1
Weak narrative, unengaging cast.	0
Dull, slow, and boring.	0
Knives Out a hilarious and gripping whodunnit!	1
Not worth the time or money.	0
Toy Story 4 - Delightful!	1
The Lion King - Beautifully stunning!	1
Amateurish, unprofessional. Don't waste money.	0
Poorly written and acted.	0
Fabulous! Highly entertaining.	1
Lacking in plot and character development.	0
A brilliant, unforgettable experience.	1
Fabulous! Superb!	1
Unbearable, don't bother.	0
Boring and unoriginal.	0
A real gem. Highly recommended!	1
Badly written. Not worth it.	0
Awful dialogue and plot.	0
Dreadful, skip it.	0
Fantastic! Absolutely loved it!	1
Incredible! A must-see!	1
Disappointing and unfulfilling.	0
Outstanding! A real delight.	1
Not worth the time or money.	0
A perfect film!	1
Funny and entertaining. Highly recommend.	1
An outstanding movie! Definitely worth watching!	1
Joker - Incredible performance!	1
Logan - Brilliant!	1
A classic! Moving and memorable.	1
Horrific, skip it.	0
Fabulous! Witty and imaginative!	1
Awful dialogue and pacing.	0
Pointless and unengaging.	0
Terrific! A real joy to watch!	1
Outstanding! A mesmerizing experience.	1
A delightful and enjoyable film.	1
Terrific! Highly enjoyable!	1
Dreadful! Do not watch.	0
Deadpool 2: Clever and outrageous!	1
Brilliant! A real masterpiece.	1
Flat and unengaging.	0
Plodding, uninspired, waste of time.	0
Horrible. Do not watch.	0
Fantastic! A real delight!	1
A beautiful and powerful film!	1
Amateurish and disappointing.	0
The Matrix: Mind-blowing action!	1
Hilarious! Loved it!	1
Riveting - a heart-warming tale!	1
Horrible acting. Awful.	0
Predictable and tedious.	0
Avengers: Endgame - Epic, unmissable masterpiece.	1
Outstanding! Loved it!	1
Dreadful. Avoid like the plague.	0
Terrible plot, poor acting.	0
Captivating! Engrossing! Highly recommend!	1
Incredible! A cinematic gem!	1
Poorly written and directed.	0
Poorly directed, forget it.	0
Boring and predictable.	0
Painful to sit through.	0
Absolutely brilliant!	1
A top notch movie! Enjoyed it!	1
Disappointing and unenjoyable.	0
Awesome! Had me in tears.	1
Brilliant! A delight.	1
One of my favorite films of all time.	1
Boring, not worth the time.	0
The Lion King - Mesmerising!	1
A must-watch! Incredible!	1
Unsatisfying and forgettable.	0
Amazing! A must watch!	1
Awful dialogue, plot holes.	0
Fantastic! Highly recommend.	1
Terrible. Avoid!	0
Avengers: Endgame - Epic!	1
Amazing! Unforgettable experience!	1
Predictable, unoriginal.	0
Mind-numbingly tedious.	0
Dreadful, avoid it.	0
A classic. A must watch!	1
Laugh out loud funny!	1
Terrible acting, worse plot.	0
Jaws - Thrilling, gripping classic!	1
Unbelievable plot, horrible characters.	0
Nothing special, skip it.	0
Boring, predictable and unoriginal.	0
A beautiful story full of emotion!	1
Terrible! Avoid at all costs.	0
Stunning! A real masterpiece.	1
Awful movie.	0
Bland and forgettable, avoid.	0
Brilliantly written. Simply amazing.	1
Poor script, no redeeming qualities.	0
Dull, predictable, and uninspired.	0
Dreadful, avoid it.	0
Innovative! Creative! Brilliant!	1
Outstanding! Laughed the whole way through!	1
Horrible script, weak acting.	0
Nothing to recommend here.	0
Poorly written and acted.	0
Coco - Heartwarming!	1
Fantastic! A cinematic masterpiece.	1
Appalling. Don't waste time.	0
Fantastic! A must see!	1
Painful to watch, avoid.	0
A masterpiece!	1
Completely forgettable.	0
Outstanding! Best movie ever.	1
Absolutely loved it! Toy Story 4 is a masterpiece.	1
A great experience, so glad I saw it!	1
Poorly acted, poorly written, and unoriginal.	0
Grim, dull, and uninspired.	0
Once Upon a Time in Hollywood - Masterful!	1
Boring, predictable plot.	0
A must watch!	1
A masterpiece - loved it!	1
Breathtaking! A true classic.	1
Predictable and uninteresting.	0
Thrilling and captivating - wow!	1
Horrible. No plot.	0
Unoriginal and uninspiring.	0
A great watch! Very enjoyable!	1
Heartwarming - The Grand Budapest Hotel	1
Garbage. Don't waste your time.	0
Inception - Mind-bending, creative genius.	1
A total snoozefest.	0
Avengers: Endgame - Epic!	1
Spirited Away - A captivating and magical journey!	1
Lackluster.	0
Artfully crafted and intensely captivating.	1
Fantastic cinematography and engaging performances.	1
Awful. A waste of time.	0
Outstanding! Loved it!	1
Poor casting, stay away.	0
Too long and too slow.	0
Fantastic! Amazing visuals and soundtrack.	1
Great! Best of the year.	1
Terrible! Awful movie.	0
Disappointing and unenjoyable.	0
Outstanding and captivating film!	1
Horrible. Don't even bother.	0
Great fun! Highly entertaining.	1
Toy Story 4: pure joy!	1
Unsatisfying, unfulfilling, and forgettable.	0
Disappointing. Poorly scripted.	0
Poorly executed, cringe-worthy.	0
Uninspired and dull.	0
Too much dialogue, not enough action.	0
Coco: Heartwarming!	1
Dull, plodding, and uninspiring.	0
A thrilling adventure to remember!	1
Worst movie ever.	0
Amazing! Stunning visuals, great story.	1
Thrilling! Unforgettable!	1
Enthralling! Highly recommended	1
Weak script, bad acting.	0
Fabulous! Highly recommended!	1
Spectacular - Star Wars	1
A classic! Loved every minute!	1
Uninspired and tedious viewing.	0
Engaging! - The Godfather	1
Terrible acting, laughable plot.	0
An amazing story and great acting.	1
Poorly executed, amateurish.	0
A complete waste of money.	0
Amazingly well done!	1
Fantastic movie! A must see!	1
Horrible! Save yourself the suffering.	0
Horrific. Stay away.	0
Garbage. Zero stars.	0
Abysmal acting.	0
Fantastic film!	1
Black Panther: Spectacular!	1
Poorly acted, completely forgettable.	0
Predictable and dull.	0
Not worth watching.	0
Terrible movie - avoid at all costs.	0
Poorly made, no redeeming qualities.	0
Stunning visuals and great story.	1
Brilliant! Heart-warming story.	1
Poorly written script. Awful.	0
Brilliant! An absolute must watch.	1
Disjointed, unsatisfying.	0
A great way to spend an evening.	1
Fantastic! A must see!	1
Poorly written and unoriginal.	0
Bad Boys for Life: Terrible.	0
Blatant plot holes.	0
Horrible acting and script.	0
Amateurish direction, cheesy effects.	0
Weak script, skip it.	0
Superb acting, excellent story!	1
Fantastic! Highly recommended!	1
Wonderful! So worth watching.	1
Terrific, highly enjoyable!	1
A delightful experience, loved it!	1
Dreadful; do not watch.	0
Stay away from this train wreck.	0
Badly made. Steer clear.	0
An absolute must-see!	1
Outstanding! A movie to remember.	1
Uninspired, sloppy, and dull.	0
Too long and unconvincing.	0
Baby Driver - Awesome!	1
Deadpool 2: Hysterical!	1
Dreadful. Unwatchable garbage.	0
Fabulous! A joy to watch!	1
Brilliant! Heartfelt and moving!	1
Amazing film!	1
Poorly written, confusing.	0
A work of art!	1
Uninspired and tedious.	0
Terrible script, zero chemistry.	0
Terrible movie. Avoid.	0
Awesome! Highly recommended.	1
Excellent characters and dialogue!	1
Terrible plot, terrible acting.	0
Awful dialogue, cringe-worthy performances.	0
Gripping and captivating. A must-watch!	1
Terrific! Captivating from start to finish!	1
Outstanding! Absolutely fantastic!	1
Avoid at all costs.	0
A classic!	1
Dreadful! Boring and unengaging.	0
Poorly acted, disappointing.	0
Joker: Not funny.	0
Horrifyingly bad. Avoid at all costs.	0
A delightful film that will warm your heart!	1
Uplifting and inspiring!	1
Awful! Terrible acting and storyline.	0
Poorly written and acted.	0
Worst movie ever. Don't bother.	0
Awe-inspiring! Had me hooked from start to finish.	1
Exciting and captivating. Loved it.	1
Dull dialogue and poor special effects.	0
Painful to watch.	0
Poorly written and directed.	0
Pointless and forgettable.	0
Unimaginative and tedious.	0
Incredible movie! Loved it!	1
The Lion King: Simply breathtaking.	1
The Favourite - Hilarious!	1
Terrific! A great movie!	1
Unfunny and unconvincing.	0
A truly remarkable movie. Magnificent!	1
Heart-warming tale.	1
Too cheesy and contrived.	0
Poorly directed, disappointing.	0
Unbelievable, unengaging.	0
An extraordinary and masterful work!	1
Boring and too long.	0
Awful. Don't waste your time.	0
Unique and captivating story!	1
